species	mito	coverage
NC_040970.1	3225	0
NC_040970.1	3226	0
NC_040970.1	3227	0
NC_040970.1	3228	0
NC_040970.1	3229	0
NC_040970.1	3230	0
NC_040970.1	3231	0
NC_040970.1	3232	0
NC_040970.1	3233	0
NC_040970.1	3234	0
NC_040970.1	3235	0
NC_040970.1	3236	0
NC_040970.1	3237	0
NC_040970.1	3238	0
NC_040970.1	3239	0
NC_040970.1	3240	0
NC_040970.1	3241	0
NC_040970.1	3242	0
NC_040970.1	3243	0
NC_040970.1	3244	0
NC_040970.1	3245	0
NC_040970.1	3246	0
NC_040970.1	3247	0
NC_040970.1	3248	0
NC_040970.1	3249	0
NC_040970.1	3250	0
NC_040970.1	3251	0
NC_040970.1	3252	0
NC_040970.1	3253	0
NC_040970.1	3254	0
NC_040970.1	3255	0
NC_040970.1	3256	0
NC_040970.1	3257	0
NC_040970.1	3258	0
NC_040970.1	3259	0
NC_040970.1	3260	0
NC_040970.1	3261	0
NC_040970.1	3262	0
NC_040970.1	3263	0
NC_040970.1	3264	0
NC_040970.1	3265	0
NC_040970.1	3266	0
NC_040970.1	3267	0
NC_040970.1	3268	0
NC_040970.1	3269	0
NC_040970.1	3270	0
NC_040970.1	3271	0
NC_040970.1	3272	0
NC_040970.1	3273	0
NC_040970.1	3274	0
NC_040970.1	3275	0
NC_040970.1	3276	0
NC_040970.1	3277	0
NC_040970.1	3278	0
NC_040970.1	3279	0
NC_040970.1	3280	0
NC_040970.1	3281	0
NC_040970.1	3282	0
NC_040970.1	3283	0
NC_040970.1	3284	0
NC_040970.1	3285	0
NC_040970.1	3286	0
NC_040970.1	3287	0
NC_040970.1	3288	0
NC_040970.1	3289	0
NC_040970.1	3290	0
NC_040970.1	3291	0
NC_040970.1	3292	0
NC_040970.1	3293	0
NC_040970.1	3294	0
NC_040970.1	3295	0
NC_040970.1	3296	0
NC_040970.1	3297	0
NC_040970.1	3298	0
NC_040970.1	3299	0
NC_040970.1	3300	0
NC_040970.1	3301	0
NC_040970.1	3302	0
NC_040970.1	3303	0
NC_040970.1	3304	0
NC_040970.1	3305	0
NC_040970.1	3306	0
NC_040970.1	3307	0
NC_040970.1	3308	0
NC_040970.1	3309	0
NC_040970.1	3310	0
NC_040970.1	3311	0
NC_040970.1	3312	0
NC_040970.1	3313	0
NC_040970.1	3314	0
NC_040970.1	3315	0
NC_040970.1	3316	0
NC_040970.1	3317	0
NC_040970.1	3318	0
NC_040970.1	3319	1
NC_040970.1	3320	1
NC_040970.1	3321	1
NC_040970.1	3322	1
NC_040970.1	3323	1
NC_040970.1	3324	1
NC_040970.1	3325	1
NC_040970.1	3326	1
NC_040970.1	3327	1
NC_040970.1	3328	1
NC_040970.1	3329	1
NC_040970.1	3330	1
NC_040970.1	3331	1
NC_040970.1	3332	1
NC_040970.1	3333	1
NC_040970.1	3334	1
NC_040970.1	3335	1
NC_040970.1	3336	1
NC_040970.1	3337	1
NC_040970.1	3338	1
NC_040970.1	3339	1
NC_040970.1	3340	1
NC_040970.1	3341	1
NC_040970.1	3342	1
NC_040970.1	3343	1
NC_040970.1	3344	1
NC_040970.1	3345	1
NC_040970.1	3346	1
NC_040970.1	3347	1
NC_040970.1	3348	1
NC_040970.1	3349	1
NC_040970.1	3350	1
NC_040970.1	3351	1
NC_040970.1	3352	1
NC_040970.1	3353	1
NC_040970.1	3354	1
NC_040970.1	3355	1
NC_040970.1	3356	1
NC_040970.1	3357	1
NC_040970.1	3358	1
NC_040970.1	3359	1
NC_040970.1	3360	1
NC_040970.1	3361	1
NC_040970.1	3362	1
NC_040970.1	3363	1
NC_040970.1	3364	1
NC_040970.1	3365	1
NC_040970.1	3366	1
NC_040970.1	3367	1
NC_040970.1	3368	1
NC_040970.1	3369	1
NC_040970.1	3370	1
NC_040970.1	3371	1
NC_040970.1	3372	1
NC_040970.1	3373	1
NC_040970.1	3374	1
NC_040970.1	3375	1
NC_040970.1	3376	1
NC_040970.1	3377	1
NC_040970.1	3378	1
NC_040970.1	3379	1
NC_040970.1	3380	1
NC_040970.1	3381	1
NC_040970.1	3382	1
NC_040970.1	3383	1
NC_040970.1	3384	0
NC_040970.1	3385	0
NC_040970.1	3386	0
NC_040970.1	3387	0
NC_040970.1	3388	0
NC_040970.1	3389	0
NC_040970.1	3390	0
NC_040970.1	3391	0
NC_040970.1	3392	0
NC_040970.1	3393	0
NC_040970.1	3394	0
NC_040970.1	3395	0
NC_040970.1	3396	0
NC_040970.1	3397	0
NC_040970.1	3398	0
NC_040970.1	3399	0
NC_040970.1	3400	0
NC_040970.1	3401	0
NC_040970.1	3402	0
NC_040970.1	3403	0
NC_040970.1	3404	0
NC_040970.1	3405	0
NC_040970.1	3406	0
NC_040970.1	3407	0
NC_040970.1	3408	0
NC_040970.1	3409	0
NC_040970.1	3410	0
NC_040970.1	3411	0
NC_040970.1	3412	0
NC_040970.1	3413	0
NC_040970.1	3414	0
NC_040970.1	3415	0
NC_040970.1	3416	0
NC_040970.1	3417	0
NC_040970.1	3418	0
NC_040970.1	3419	0
NC_040970.1	3420	0
NC_040970.1	3421	0
NC_040970.1	3422	0
NC_040970.1	3423	0
NC_040970.1	3424	0
NC_040970.1	3425	0
NC_040970.1	3426	0
NC_040970.1	3427	0
NC_040970.1	3428	0
NC_040970.1	3429	0
NC_040970.1	3430	0
NC_040970.1	3431	0
NC_040970.1	3432	0
NC_040970.1	3433	0
NC_040970.1	3434	0
NC_040970.1	3435	0
NC_040970.1	3436	0
NC_040970.1	3437	0
NC_040970.1	3438	0
NC_040970.1	3439	0
NC_040970.1	3440	0
NC_040970.1	3441	0
NC_040970.1	3442	0
NC_040970.1	3443	0
NC_040970.1	3444	0
NC_040970.1	3445	0
NC_040970.1	3446	0
NC_040970.1	3447	0
NC_040970.1	3448	0
NC_040970.1	3449	0
NC_040970.1	3450	0
NC_040970.1	3451	0
NC_040970.1	3452	0
NC_040970.1	3453	0
NC_040970.1	3454	0
NC_040970.1	3455	0
NC_040970.1	3456	0
NC_040970.1	3457	0
NC_040970.1	3458	0
NC_040970.1	3459	0
NC_040970.1	3460	0
NC_040970.1	3461	0
NC_040970.1	3462	0
NC_040970.1	3463	0
NC_040970.1	3464	0
NC_040970.1	3465	0
NC_040970.1	3466	0
NC_040970.1	3467	0
NC_040970.1	3468	0
NC_040970.1	3469	0
NC_040970.1	3470	0
NC_040970.1	3471	0
NC_040970.1	3472	0
NC_040970.1	3473	0
NC_040970.1	3474	0
NC_040970.1	3475	0
NC_040970.1	3476	0
NC_040970.1	3477	0
NC_040970.1	3478	0
NC_040970.1	3479	0
NC_040970.1	3480	0
NC_040970.1	3481	0
NC_040970.1	3482	0
NC_040970.1	3483	0
NC_040970.1	3484	0
NC_040970.1	3485	0
NC_040970.1	3486	0
NC_040970.1	3487	0
NC_040970.1	3488	0
NC_040970.1	3489	0
NC_040970.1	3490	0
NC_040970.1	3491	0
NC_040970.1	3492	0
NC_040970.1	3493	0
NC_040970.1	3494	0
NC_040970.1	3495	0
NC_040970.1	3496	0
NC_040970.1	3497	0
NC_040970.1	3498	0
NC_040970.1	3499	0
NC_040970.1	3500	0
NC_040970.1	3501	0
NC_040970.1	3502	0
NC_040970.1	3503	0
NC_040970.1	3504	0
NC_040970.1	3505	0
NC_040970.1	3506	0
NC_040970.1	3507	0
NC_040970.1	3508	0
NC_040970.1	3509	0
NC_040970.1	3510	0
NC_040970.1	3511	0
NC_040970.1	3512	0
NC_040970.1	3513	0
NC_040970.1	3514	0
NC_040970.1	3515	0
NC_040970.1	3516	0
NC_040970.1	3517	0
NC_040970.1	3518	0
NC_040970.1	3519	0
NC_040970.1	3520	0
NC_040970.1	3521	0
NC_040970.1	3522	0
NC_040970.1	3523	0
NC_040970.1	3524	0
NC_040970.1	3525	0
NC_040970.1	3526	0
NC_040970.1	3527	0
NC_040970.1	3528	0
NC_040970.1	3529	0
NC_040970.1	3530	0
NC_040970.1	3531	0
NC_040970.1	3532	0
NC_040970.1	3533	0
NC_040970.1	3534	0
NC_040970.1	3535	0
NC_040970.1	3536	0
NC_040970.1	3537	0
NC_040970.1	3538	0
NC_040970.1	3539	0
NC_040970.1	3540	0
NC_040970.1	3541	0
NC_040970.1	3542	0
NC_040970.1	3543	0
NC_040970.1	3544	0
NC_040970.1	3545	0
NC_040970.1	3546	0
NC_040970.1	3547	0
NC_040970.1	3548	0
NC_040970.1	3549	0
NC_040970.1	3550	0
NC_040970.1	3551	0
NC_040970.1	3552	0
NC_040970.1	3553	0
NC_040970.1	3554	0
NC_040970.1	3555	0
NC_040970.1	3556	0
NC_040970.1	3557	0
NC_040970.1	3558	0
NC_040970.1	3559	0
NC_040970.1	3560	0
NC_040970.1	3561	0
NC_040970.1	3562	0
NC_040970.1	3563	0
NC_040970.1	3564	0
NC_040970.1	3565	0
NC_040970.1	3566	0
NC_040970.1	3567	0
NC_040970.1	3568	0
NC_040970.1	3569	0
NC_040970.1	3570	0
NC_040970.1	3571	0
NC_040970.1	3572	0
NC_040970.1	3573	0
NC_040970.1	3574	0
NC_040970.1	3575	0
NC_040970.1	3576	0
NC_040970.1	3577	0
NC_040970.1	3578	0
NC_040970.1	3579	0
NC_040970.1	3580	0
NC_040970.1	3581	0
NC_040970.1	3582	0
NC_040970.1	3583	0
NC_040970.1	3584	0
NC_040970.1	3585	0
NC_040970.1	3586	0
NC_040970.1	3587	0
NC_040970.1	3588	0
NC_040970.1	3589	0
NC_040970.1	3590	0
NC_040970.1	3591	0
NC_040970.1	3592	0
NC_040970.1	3593	0
NC_040970.1	3594	0
NC_040970.1	3595	0
NC_040970.1	3596	0
NC_040970.1	3597	0
NC_040970.1	3598	0
NC_040970.1	3599	0
NC_040970.1	3600	0
NC_040970.1	3601	0
NC_040970.1	3602	0
NC_040970.1	3603	0
NC_040970.1	3604	0
NC_040970.1	3605	0
NC_040970.1	3606	0
NC_040970.1	3607	0
NC_040970.1	3608	0
NC_040970.1	3609	0
NC_040970.1	3610	0
NC_040970.1	3611	0
NC_040970.1	3612	0
NC_040970.1	3613	0
NC_040970.1	3614	0
NC_040970.1	3615	0
NC_040970.1	3616	0
NC_040970.1	3617	0
NC_040970.1	3618	0
NC_040970.1	3619	0
NC_040970.1	3620	0
NC_040970.1	3621	0
NC_040970.1	3622	0
NC_040970.1	3623	0
NC_040970.1	3624	0
NC_040970.1	3625	0
NC_040970.1	3626	0
NC_040970.1	3627	0
NC_040970.1	3628	0
NC_040970.1	3629	0
NC_040970.1	3630	0
NC_040970.1	3631	0
NC_040970.1	3632	0
NC_040970.1	3633	0
NC_040970.1	3634	0
NC_040970.1	3635	0
NC_040970.1	3636	0
NC_040970.1	3637	0
NC_040970.1	3638	0
NC_040970.1	3639	0
NC_040970.1	3640	0
NC_040970.1	3641	0
NC_040970.1	3642	0
NC_040970.1	3643	0
NC_040970.1	3644	0
NC_040970.1	3645	0
NC_040970.1	3646	0
NC_040970.1	3647	0
NC_040970.1	3648	0
NC_040970.1	3649	0
NC_040970.1	3650	0
NC_040970.1	3651	0
NC_040970.1	3652	0
NC_040970.1	3653	0
NC_040970.1	3654	0
NC_040970.1	3655	0
NC_040970.1	3656	0
NC_040970.1	3657	0
NC_040970.1	3658	0
NC_040970.1	3659	0
NC_040970.1	3660	0
NC_040970.1	3661	0
NC_040970.1	3662	0
NC_040970.1	3663	0
NC_040970.1	3664	0
NC_040970.1	3665	0
NC_040970.1	3666	0
NC_040970.1	3667	0
NC_040970.1	3668	0
NC_040970.1	3669	0
NC_040970.1	3670	0
NC_040970.1	3671	0
NC_040970.1	3672	0
NC_040970.1	3673	0
NC_040970.1	3674	0
NC_040970.1	3675	0
NC_040970.1	3676	0
NC_040970.1	3677	0
NC_040970.1	3678	0
NC_040970.1	3679	0
NC_040970.1	3680	0
NC_040970.1	3681	0
NC_040970.1	3682	0
NC_040970.1	3683	0
NC_040970.1	3684	0
NC_040970.1	3685	0
NC_040970.1	3686	0
NC_040970.1	3687	0
NC_040970.1	3688	0
NC_040970.1	3689	0
NC_040970.1	3690	0
NC_040970.1	3691	0
NC_040970.1	3692	0
NC_040970.1	3693	0
NC_040970.1	3694	0
NC_040970.1	3695	0
NC_040970.1	3696	0
NC_040970.1	3697	0
NC_040970.1	3698	0
NC_040970.1	3699	0
NC_040970.1	3700	1
NC_040970.1	3701	1
NC_040970.1	3702	1
NC_040970.1	3703	1
NC_040970.1	3704	1
NC_040970.1	3705	1
NC_040970.1	3706	1
NC_040970.1	3707	1
NC_040970.1	3708	1
NC_040970.1	3709	1
NC_040970.1	3710	1
NC_040970.1	3711	1
NC_040970.1	3712	1
NC_040970.1	3713	1
NC_040970.1	3714	1
NC_040970.1	3715	1
NC_040970.1	3716	1
NC_040970.1	3717	1
NC_040970.1	3718	1
NC_040970.1	3719	1
NC_040970.1	3720	1
NC_040970.1	3721	1
NC_040970.1	3722	1
NC_040970.1	3723	1
NC_040970.1	3724	1
NC_040970.1	3725	1
NC_040970.1	3726	1
NC_040970.1	3727	1
NC_040970.1	3728	1
NC_040970.1	3729	1
NC_040970.1	3730	1
NC_040970.1	3731	1
NC_040970.1	3732	1
NC_040970.1	3733	1
NC_040970.1	3734	1
NC_040970.1	3735	1
NC_040970.1	3736	1
NC_040970.1	3737	1
NC_040970.1	3738	1
NC_040970.1	3739	1
NC_040970.1	3740	1
NC_040970.1	3741	1
NC_040970.1	3742	1
NC_040970.1	3743	1
NC_040970.1	3744	1
NC_040970.1	3745	1
NC_040970.1	3746	1
NC_040970.1	3747	1
NC_040970.1	3748	1
NC_040970.1	3749	1
NC_040970.1	3750	1
NC_040970.1	3751	1
NC_040970.1	3752	1
NC_040970.1	3753	1
NC_040970.1	3754	1
NC_040970.1	3755	1
NC_040970.1	3756	1
NC_040970.1	3757	1
NC_040970.1	3758	1
NC_040970.1	3759	1
NC_040970.1	3760	1
NC_040970.1	3761	1
NC_040970.1	3762	1
NC_040970.1	3763	1
NC_040970.1	3764	1
NC_040970.1	3765	1
NC_040970.1	3766	1
NC_040970.1	3767	1
NC_040970.1	3768	1
NC_040970.1	3769	1
NC_040970.1	3770	1
NC_040970.1	3771	1
NC_040970.1	3772	1
NC_040970.1	3773	1
NC_040970.1	3774	1
NC_040970.1	3775	1
NC_040970.1	3776	1
NC_040970.1	3777	1
NC_040970.1	3778	1
NC_040970.1	3779	1
NC_040970.1	3780	1
NC_040970.1	3781	1
NC_040970.1	3782	1
NC_040970.1	3783	1
NC_040970.1	3784	1
NC_040970.1	3785	1
NC_040970.1	3786	2
NC_040970.1	3787	2
NC_040970.1	3788	2
NC_040970.1	3789	2
NC_040970.1	3790	2
NC_040970.1	3791	2
NC_040970.1	3792	2
NC_040970.1	3793	2
NC_040970.1	3794	2
NC_040970.1	3795	2
NC_040970.1	3796	2
NC_040970.1	3797	2
NC_040970.1	3798	2
NC_040970.1	3799	2
NC_040970.1	3800	2
NC_040970.1	3801	2
NC_040970.1	3802	2
NC_040970.1	3803	2
NC_040970.1	3804	2
NC_040970.1	3805	2
NC_040970.1	3806	2
NC_040970.1	3807	2
NC_040970.1	3808	2
NC_040970.1	3809	2
NC_040970.1	3810	2
NC_040970.1	3811	2
NC_040970.1	3812	2
NC_040970.1	3813	2
NC_040970.1	3814	2
NC_040970.1	3815	2
NC_040970.1	3816	2
NC_040970.1	3817	2
NC_040970.1	3818	2
NC_040970.1	3819	2
NC_040970.1	3820	2
NC_040970.1	3821	2
NC_040970.1	3822	2
NC_040970.1	3823	2
NC_040970.1	3824	2
NC_040970.1	3825	2
NC_040970.1	3826	2
NC_040970.1	3827	2
NC_040970.1	3828	2
NC_040970.1	3829	2
NC_040970.1	3830	2
NC_040970.1	3831	2
NC_040970.1	3832	2
NC_040970.1	3833	2
NC_040970.1	3834	2
NC_040970.1	3835	2
NC_040970.1	3836	2
NC_040970.1	3837	2
NC_040970.1	3838	2
NC_040970.1	3839	2
NC_040970.1	3840	2
NC_040970.1	3841	2
NC_040970.1	3842	2
NC_040970.1	3843	2
NC_040970.1	3844	2
NC_040970.1	3845	2
NC_040970.1	3846	2
NC_040970.1	3847	2
NC_040970.1	3848	2
NC_040970.1	3849	2
NC_040970.1	3850	2
NC_040970.1	3851	2
NC_040970.1	3852	2
NC_040970.1	3853	2
NC_040970.1	3854	2
NC_040970.1	3855	2
NC_040970.1	3856	2
NC_040970.1	3857	2
NC_040970.1	3858	2
NC_040970.1	3859	2
NC_040970.1	3860	2
NC_040970.1	3861	2
NC_040970.1	3862	2
NC_040970.1	3863	2
NC_040970.1	3864	2
NC_040970.1	3865	2
NC_040970.1	3866	2
NC_040970.1	3867	2
NC_040970.1	3868	2
NC_040970.1	3869	2
NC_040970.1	3870	2
NC_040970.1	3871	2
NC_040970.1	3872	2
NC_040970.1	3873	2
NC_040970.1	3874	2
NC_040970.1	3875	2
NC_040970.1	3876	2
NC_040970.1	3877	2
NC_040970.1	3878	2
NC_040970.1	3879	2
NC_040970.1	3880	2
NC_040970.1	3881	2
NC_040970.1	3882	2
NC_040970.1	3883	2
NC_040970.1	3884	2
NC_040970.1	3885	2
NC_040970.1	3886	2
NC_040970.1	3887	2
NC_040970.1	3888	2
NC_040970.1	3889	2
NC_040970.1	3890	2
NC_040970.1	3891	2
NC_040970.1	3892	2
NC_040970.1	3893	2
NC_040970.1	3894	2
NC_040970.1	3895	2
NC_040970.1	3896	2
NC_040970.1	3897	2
NC_040970.1	3898	2
NC_040970.1	3899	2
NC_040970.1	3900	2
NC_040970.1	3901	2
NC_040970.1	3902	2
NC_040970.1	3903	2
NC_040970.1	3904	2
NC_040970.1	3905	2
NC_040970.1	3906	2
NC_040970.1	3907	2
NC_040970.1	3908	2
NC_040970.1	3909	2
NC_040970.1	3910	2
NC_040970.1	3911	2
NC_040970.1	3912	2
NC_040970.1	3913	2
NC_040970.1	3914	2
NC_040970.1	3915	2
NC_040970.1	3916	1
NC_040970.1	3917	1
NC_040970.1	3918	1
NC_040970.1	3919	1
NC_040970.1	3920	1
NC_040970.1	3921	1
NC_040970.1	3922	1
NC_040970.1	3923	1
NC_040970.1	3924	1
NC_040970.1	3925	1
NC_040970.1	3926	1
NC_040970.1	3927	1
NC_040970.1	3928	1
NC_040970.1	3929	1
NC_040970.1	3930	1
NC_040970.1	3931	1
NC_040970.1	3932	1
NC_040970.1	3933	1
NC_040970.1	3934	1
NC_040970.1	3935	1
NC_040970.1	3936	1
NC_040970.1	3937	1
NC_040970.1	3938	1
NC_040970.1	3939	1
NC_040970.1	3940	1
NC_040970.1	3941	1
NC_040970.1	3942	1
NC_040970.1	3943	1
NC_040970.1	3944	1
NC_040970.1	3945	1
NC_040970.1	3946	1
NC_040970.1	3947	1
NC_040970.1	3948	1
NC_040970.1	3949	1
NC_040970.1	3950	1
NC_040970.1	3951	1
NC_040970.1	3952	1
NC_040970.1	3953	1
NC_040970.1	3954	1
NC_040970.1	3955	1
NC_040970.1	3956	1
NC_040970.1	3957	1
NC_040970.1	3958	1
NC_040970.1	3959	1
NC_040970.1	3960	1
NC_040970.1	3961	1
NC_040970.1	3962	1
NC_040970.1	3963	1
NC_040970.1	3964	1
NC_040970.1	3965	1
NC_040970.1	3966	1
NC_040970.1	3967	1
NC_040970.1	3968	1
NC_040970.1	3969	1
NC_040970.1	3970	1
NC_040970.1	3971	1
NC_040970.1	3972	1
NC_040970.1	3973	1
NC_040970.1	3974	1
NC_040970.1	3975	1
NC_040970.1	3976	1
NC_040970.1	3977	1
NC_040970.1	3978	1
NC_040970.1	3979	1
NC_040970.1	3980	1
NC_040970.1	3981	1
NC_040970.1	3982	1
NC_040970.1	3983	1
NC_040970.1	3984	1
NC_040970.1	3985	1
NC_040970.1	3986	1
NC_040970.1	3987	1
NC_040970.1	3988	1
NC_040970.1	3989	1
NC_040970.1	3990	1
NC_040970.1	3991	1
NC_040970.1	3992	1
NC_040970.1	3993	1
NC_040970.1	3994	1
NC_040970.1	3995	1
NC_040970.1	3996	1
NC_040970.1	3997	1
NC_040970.1	3998	1
NC_040970.1	3999	1
NC_040970.1	4000	1
NC_040970.1	4001	1
NC_040970.1	4002	1
NC_040970.1	4003	1
NC_040970.1	4004	1
NC_040970.1	4005	1
NC_040970.1	4006	1
NC_040970.1	4007	1
NC_040970.1	4008	1
NC_040970.1	4009	1
NC_040970.1	4010	1
NC_040970.1	4011	1
NC_040970.1	4012	1
NC_040970.1	4013	1
NC_040970.1	4014	1
NC_040970.1	4015	1
NC_040970.1	4016	1
NC_040970.1	4017	1
NC_040970.1	4018	1
NC_040970.1	4019	1
NC_040970.1	4020	1
NC_040970.1	4021	1
NC_040970.1	4022	1
NC_040970.1	4023	1
NC_040970.1	4024	1
NC_040970.1	4025	1
NC_040970.1	4026	1
NC_040970.1	4027	1
NC_040970.1	4028	1
NC_040970.1	4029	1
NC_040970.1	4030	1
NC_040970.1	4031	1
NC_040970.1	4032	1
NC_040970.1	4033	1
NC_040970.1	4034	1
NC_040970.1	4035	1
NC_040970.1	4036	1
NC_040970.1	4037	1
NC_040970.1	4038	1
NC_040970.1	4039	1
NC_040970.1	4040	1
NC_040970.1	4041	1
NC_040970.1	4042	1
NC_040970.1	4043	1
NC_040970.1	4044	1
NC_040970.1	4045	1
NC_040970.1	4046	1
NC_040970.1	4047	1
NC_040970.1	4048	1
NC_040970.1	4049	1
NC_040970.1	4050	1
NC_040970.1	4051	1
NC_040970.1	4052	0
NC_040970.1	4053	0
NC_040970.1	4054	0
NC_040970.1	4055	0
NC_040970.1	4056	0
NC_040970.1	4057	0
NC_040970.1	4058	0
NC_040970.1	4059	0
NC_040970.1	4060	0
NC_040970.1	4061	0
NC_040970.1	4062	0
NC_040970.1	4063	0
NC_040970.1	4064	0
NC_040970.1	4065	0
NC_040970.1	4066	0
NC_040970.1	4067	0
NC_040970.1	4068	0
NC_040970.1	4069	0
NC_040970.1	4070	0
NC_040970.1	4071	0
NC_040970.1	4072	0
NC_040970.1	4073	0
NC_040970.1	4074	0
NC_040970.1	4075	0
NC_040970.1	4076	0
NC_040970.1	4077	0
NC_040970.1	4078	0
NC_040970.1	4079	0
NC_040970.1	4080	0
NC_040970.1	4081	0
NC_040970.1	4082	0
NC_040970.1	4083	0
NC_040970.1	4084	0
NC_040970.1	4085	0
NC_040970.1	4086	0
NC_040970.1	4087	0
NC_040970.1	4088	0
NC_040970.1	4089	0
NC_040970.1	4090	0
NC_040970.1	4091	0
NC_040970.1	4092	0
NC_040970.1	4093	0
NC_040970.1	4094	0
NC_040970.1	4095	0
NC_040970.1	4096	0
NC_040970.1	4097	0
NC_040970.1	4098	0
NC_040970.1	4099	0
NC_040970.1	4100	0
NC_040970.1	4101	0
NC_040970.1	4102	0
NC_040970.1	4103	0
NC_040970.1	4104	0
NC_040970.1	4105	0
NC_040970.1	4106	0
NC_040970.1	4107	0
NC_040970.1	4108	0
NC_040970.1	4109	0
NC_040970.1	4110	0
NC_040970.1	4111	0
NC_040970.1	4112	0
NC_040970.1	4113	0
NC_040970.1	4114	0
NC_040970.1	4115	0
NC_040970.1	4116	0
NC_040970.1	4117	0
NC_040970.1	4118	0
NC_040970.1	4119	0
NC_040970.1	4120	0
NC_040970.1	4121	0
NC_040970.1	4122	0
NC_040970.1	4123	0
NC_040970.1	4124	0
NC_040970.1	4125	0
NC_040970.1	4126	0
NC_040970.1	4127	0
NC_040970.1	4128	0
NC_040970.1	4129	0
NC_040970.1	4130	0
NC_040970.1	4131	0
NC_040970.1	4132	0
NC_040970.1	4133	0
NC_040970.1	4134	0
NC_040970.1	4135	0
NC_040970.1	4136	0
NC_040970.1	4137	0
NC_040970.1	4138	0
NC_040970.1	4139	0
NC_040970.1	4140	0
NC_040970.1	4141	0
NC_040970.1	4142	0
NC_040970.1	4143	0
NC_040970.1	4144	0
NC_040970.1	4145	0
NC_040970.1	4146	0
NC_040970.1	4147	0
NC_040970.1	4148	0
NC_040970.1	4149	0
NC_040970.1	4150	0
NC_040970.1	4151	0
NC_040970.1	4152	0
NC_040970.1	4153	0
NC_040970.1	4154	0
NC_040970.1	4155	0
NC_040970.1	4156	0
NC_040970.1	4157	0
NC_040970.1	4158	0
NC_040970.1	4159	0
NC_040970.1	4160	0
NC_040970.1	4161	0
NC_040970.1	4162	0
NC_040970.1	4163	0
NC_040970.1	4164	0
NC_040970.1	4165	0
NC_040970.1	4166	0
NC_040970.1	4167	0
NC_040970.1	4168	0
NC_040970.1	4169	0
NC_040970.1	4170	0
NC_040970.1	4171	0
NC_040970.1	4172	0
NC_040970.1	4173	0
NC_040970.1	4174	0
NC_040970.1	4175	0
NC_040970.1	4176	0
NC_040970.1	4177	0
NC_040970.1	4178	0
NC_040970.1	4179	0
NC_040970.1	4180	0
NC_040970.1	4181	0
NC_040970.1	4182	0
NC_040970.1	4183	0
NC_040970.1	4184	0
NC_040970.1	4185	0
NC_040970.1	4186	0
NC_040970.1	4187	0
NC_040970.1	4188	0
NC_040970.1	4189	0
NC_040970.1	4190	0
NC_040970.1	4191	0
NC_040970.1	4192	0
NC_040970.1	4193	0
NC_040970.1	4194	0
NC_040970.1	4195	0
NC_040970.1	4196	0
NC_040970.1	4197	0
NC_040970.1	4198	0
NC_040970.1	4199	0
NC_040970.1	4200	0
NC_040970.1	4201	0
NC_040970.1	4202	0
NC_040970.1	4203	0
NC_040970.1	4204	0
NC_040970.1	4205	0
NC_040970.1	4206	0
NC_040970.1	4207	1
NC_040970.1	4208	1
NC_040970.1	4209	1
NC_040970.1	4210	1
NC_040970.1	4211	1
NC_040970.1	4212	1
NC_040970.1	4213	1
NC_040970.1	4214	1
NC_040970.1	4215	1
NC_040970.1	4216	1
NC_040970.1	4217	1
NC_040970.1	4218	1
NC_040970.1	4219	1
NC_040970.1	4220	1
NC_040970.1	4221	1
NC_040970.1	4222	1
NC_040970.1	4223	1
NC_040970.1	4224	1
NC_040970.1	4225	1
NC_040970.1	4226	1
NC_040970.1	4227	1
NC_040970.1	4228	1
NC_040970.1	4229	1
NC_040970.1	4230	1
NC_040970.1	4231	1
NC_040970.1	4232	1
NC_040970.1	4233	1
NC_040970.1	4234	1
NC_040970.1	4235	1
NC_040970.1	4236	1
NC_040970.1	4237	1
NC_040970.1	4238	1
NC_040970.1	4239	1
NC_040970.1	4240	1
NC_040970.1	4241	1
NC_040970.1	4242	1
NC_040970.1	4243	1
NC_040970.1	4244	1
NC_040970.1	4245	1
NC_040970.1	4246	1
NC_040970.1	4247	1
NC_040970.1	4248	1
NC_040970.1	4249	1
NC_040970.1	4250	1
NC_040970.1	4251	1
NC_040970.1	4252	1
NC_040970.1	4253	1
NC_040970.1	4254	1
NC_040970.1	4255	1
NC_040970.1	4256	1
NC_040970.1	4257	1
NC_040970.1	4258	1
NC_040970.1	4259	1
NC_040970.1	4260	1
NC_040970.1	4261	1
NC_040970.1	4262	1
NC_040970.1	4263	1
NC_040970.1	4264	1
NC_040970.1	4265	1
NC_040970.1	4266	1
NC_040970.1	4267	1
NC_040970.1	4268	1
NC_040970.1	4269	1
NC_040970.1	4270	1
NC_040970.1	4271	1
NC_040970.1	4272	1
NC_040970.1	4273	1
NC_040970.1	4274	1
NC_040970.1	4275	1
NC_040970.1	4276	1
NC_040970.1	4277	1
NC_040970.1	4278	1
NC_040970.1	4279	1
NC_040970.1	4280	1
NC_040970.1	4281	1
NC_040970.1	4282	1
NC_040970.1	4283	1
NC_040970.1	4284	1
NC_040970.1	4285	1
NC_040970.1	4286	1
NC_040970.1	4287	1
NC_040970.1	4288	1
NC_040970.1	4289	1
NC_040970.1	4290	1
NC_040970.1	4291	1
NC_040970.1	4292	1
NC_040970.1	4293	1
NC_040970.1	4294	1
NC_040970.1	4295	1
NC_040970.1	4296	1
NC_040970.1	4297	1
NC_040970.1	4298	1
NC_040970.1	4299	1
NC_040970.1	4300	1
